reference_de_la_notice;region;commune;adresse_forme_editoriale;coordonnees;titre_courant;departement_en_lettres
ACR0001707;Hauts-de-France;Beauvais;rue Jean-Sébastien-Bach / allée Mozart;"49.415357, 2.0824310000000006";"Résidence «Les Terrasses», Modèle Maisons Gradins Jardins";Oise
ACR0001714;Hauts-de-France;Amiens;rue Le Corbusier / rue Tourmaniantz;"49.868561, 2.3276";"""""""Modèle Innovation"""" Maisons Gradins Jardins""";Somme
ACR0001719;Hauts-de-France;Longuenesse;route de Blandecques / rue Gabrielle-Colette / allée Emile-Verhaeren / rue Guillaume-Apollinaire / allée Albert-Samain / rue Jules-Laforgue / rue Stéphane-Mallarmé / rue Gérard-de-Nerval / avenue Charles-Baudelaire / avenue Paul-Verlaine / rue François-René-de-Châteaubriand;"50.737991, 2.264638";"""Résidences Romain Roland », Jacques Prévert , Albert Camus et Paul Eluard, """"Modèle Innovation"""" Trirème""";Pas-de-Calais
ACR0001720;Provence-Alpes-Côte d'Azur;Hyères-les-Palmiers;11 avenue du 8 mai;"43.11608886475602, 6.13075486734393";Résidence Le Vendôme;Var
ACR0001725;Bourgogne-Franche-Comté;Échenoz-la-Méline;6 Place d'Armes;"47.60287895532914, 6.135299738784758";gymnase « La Légère Mélinoise »;Haute-Saône
ACR0001727;La Réunion;Saint-Louis;3 rue Marius-et-Ary-Leblond;"-21.282611595789724, 55.41222091255812";Ancien hôpital pour enfants;La Réunion
ACR0001731;La Réunion;Saint-Denis;36 rue Général-de-Gaulle / rue Malartic;"-20.885985724784916, 55.4518732508704";"Ancienne Maison de l'Agriculture, puis Centre régional d'Action culturelle, actuelle dépendance départementale (Société publique locale Ecologie et Développement durable des Espaces naturels)";La Réunion
ACR0001732;La Réunion;Saint-Denis;rue Jean-Cocteau;"-20.88944486180979, 55.465830855302016";Chambre de Métiers et de l’Artisanat de La Réunion;La Réunion
ACR0001734;La Réunion;Saint-Denis;50 boulevard du Chaudron;"-20.89586878399638, 55.49519303019001";Siège régional de la Météorologie nationale (direction interrégionale de Météo-France pour l’Océan Indien);La Réunion
ACR0001735;Nouvelle-Aquitaine;Floirac;18 rue du 8 mai 1945;"44.84032453020825, -0.5408340600020741";Maison;Gironde
ACR0001739;Grand Est;Reims;12 allée du vignoble;"49.21593558421621, 4.011193511332721";Siège social de Piper Heidsieck;Marne
ACR0001749;Occitanie;Pont-Saint-Esprit;rue Jules-Ferry;"44.2557931952644, 4.649760240423171";École maternelle Jules-Ferry;Gard
ACR0001761;Occitanie;Le Mas d'Azil;6 rue des Ecoles;"43.1076796638586, 1.3669922952650575";Ecole primaire;Ariège
ACR0001774;Occitanie;Valentine;rue Jules-Ferry;"43.09620782256623, 0.7074316329683573";Groupe scolaire;Haute-Garonne
ACR0001782;Occitanie;Valence d'Agen;9 boulevard de Torsiac;"44.10819407132507, 0.8939188509943307";Ecole primaire Jules-Ferry;Tarn-et-Garonne
ACR0001783;Occitanie;Valence d'Agen;7 avenue de Bordeaux;"44.10873489495637, 0.8852829588315358";ancienne école Gipoulou;Tarn-et-Garonne
ACR0001784;Grand Est;Mulhouse;;"47.754145, 7.323235";Cité Manifeste Pierre Zemp : 61 logements H.L.M.;Haut-Rhin
ACR0001799;Grand Est;Ostwald;8 quai de Heydt;"48.5473383861677, 7.712037038786058";Piscine plein soleil;Bas-Rhin
ACR0001801;Grand Est;Haguenau;8 rue des Dominicains;"48.81537097246944, 7.794117391082253";"Centre aquatique Nautiland, centre aqualudique urbain,  aussi appelé parc de récréation aquatique";Bas-Rhin
ACR0001807;Hauts-de-France;Villeneuve-d'Asq;96 chaussée de l'Hôtel de Ville;"50.620976976719966, 3.1305421454654443";Médiathèque municipale Till-l’Espiègle;Nord
ACR0001813;Hauts-de-France;Péronne;place André-Audinot;"49.92928450172023, 2.9308705254416365";Historial de la grande Guerre;Somme
ACR0001825;Grand Est;Bogny-sur-Meuse;1 place de l’Hôtel-de-Ville;"49.85538094498056, 4.766004954271929";Hôtel de ville;Ardennes
ACR0001840;Nouvelle-Aquitaine;Talence;3 rue André-Messager;"44.79634339556236, -0.5917414232794387";maison Galinou;Gironde
ACR0001846;Nouvelle-Aquitaine;Royan;boulevard Clémenceau / boulevard de Lattre-de-Tassigny;"45.62733924776241, -1.017443038043408";Stade d'honneur;Charente-Maritime
ACR0001847;Bourgogne-Franche-Comté;Mâcon;Saint-Antoine (rue) 32;"46.30945673228443, 4.835181263172261";Temple protestant;Saône-et-Loire
ACR0001850;Hauts-de-France;Senlis;Soupirs (allée des) 26;"49.20975144384712, 2.5795705388886607";Cité judiciaire et son parc paysager;Oise
ACR0001851;Centre-Val de Loire;Bourges;6 Route de Guerry;"47.07213244337575, 2.4237238252566";"""Conseil départemental du Cher, ancien établissement de Fabrication d’armement de Bourges""";Cher
ACR0001854;Centre-Val de Loire;Nogent-sur-Venisson;Domaine des Barres;"47.83806957806691, 2.75797901316248";Pavillon d'entrée de l'arboretum national du domaine des Barres;Loiret
ACR0000017;Auvergne-Rhône-Alpes;Chapelle-en-Vercors (La);;"44.955478, 5.402637";bourg;Drôme
ACR0000022;Auvergne-Rhône-Alpes;Valence;rue du Docteur-Roux;"44.913998, 4.880335";"""cité dite La ""Grande Maison""""";Drôme
ACR0000026;Auvergne-Rhône-Alpes;Valence;3 boulevard Vauban;"44.935565, 4.893425";Préfecture;Drôme
ACR0000035;Auvergne-Rhône-Alpes;Annecy;42 rue des Marquisats;"45.8947431229179, 6.13349239630603";"maison de la culture, maison des jeunes et de la culture dite, MJC Les Marquisats, actuellement école d'art";Haute-Savoie
ACR0000045;Auvergne-Rhône-Alpes;Gaillard;108 rue de Genève;"46.1918112495471, 6.2128169321863";Immeuble Le Salève;Haute-Savoie
ACR0000049;Auvergne-Rhône-Alpes;Morzine;route d’ Avoriaz / 338 route départementale;;"Chapelle des Prisonniers, sanctuaire du souvenir";Haute-Savoie
ACR0000050;Auvergne-Rhône-Alpes;Morzine;chemin de la Salle;;"""hôtel de voyageurs dit ""Parador de Saint-Alban""""";Haute-Savoie
ACR0000058;Auvergne-Rhône-Alpes;Thonon-les-Bains;route d’Évian;"46.3828112198265, 6.50499366952348";Église Notre-Dame-du-Léman;Haute-Savoie
ACR0000059;Auvergne-Rhône-Alpes;Thonon-les-Bains;3 avenue de la Dame;"46.3595943781076, 6.4792071406871905";"""hôpital Georges-Pianta : chapelle, actuellement salle de réunions dite salle de ""La Dent d'Oche""""";Haute-Savoie
ACR0000063;Auvergne-Rhône-Alpes;Chamrousse;231 rue des Chardons-Bleus;"45.12549, 5.902288";"salle des fêtes, salle d'animation du caravaneige";Isère
ACR0000067;Auvergne-Rhône-Alpes;Grenoble;15 avenue Leclerc;"45.19285, 5.737237";Cité de l'Ile-Verte (Tour Mont Blanc + Résidence Belledonne + Tour Vercors);Isère
ACR0000069;Auvergne-Rhône-Alpes;Grenoble;avenue Jeanne-d’Arc;"45.18951800000001, 5.719557000000001";cité dite cité de l'Abbaye;Isère
ACR0000070;Auvergne-Rhône-Alpes;Grenoble;6 chemin de Gordes;"45.192226, 5.727622";"""conservatoire à rayonnement régional """"la Saulaie""""""";Isère
ACR0000078;Auvergne-Rhône-Alpes;Grenoble;parc Paul-Mistral;"45.186143, 5.739431";"patinoire dite Stade de Glace ou Palais de Glace, actuellement complexe sportif dit Palais des Sports";Isère
ACR0000081;Auvergne-Rhône-Alpes;Grenoble;avenue Marie-Reynoard  avenue Edmond-Esmonin / rue Alfred-de-Musset;"45.164059, 5.72921";village olympique;Isère
ACR0000086;Auvergne-Rhône-Alpes;Pontcharra;Quai de l'Église;"45.434121, 6.022366";Église dite Église Saint-Hugues;Isère
ACR0000092;Auvergne-Rhône-Alpes;Vienne;Montée du Docteur-Chapuis;"45.534278, 4.876527";hôpital général Lucien-Hussel;Isère
ACR0000097;Auvergne-Rhône-Alpes;Firminy;rue Saint-Just-Malmont;"45.379546, 4.291388";cité dite Firminy-Vert;Loire
ACR0000098;Auvergne-Rhône-Alpes;Roanne;boulevard de Belgique;"46.045643, 4.075664";"""maison dite """"villa Dugelay""""""";Loire
ACR0000100;Auvergne-Rhône-Alpes;Saint-Étienne;boulevard Jules-Janin;"45.4516555025977, 4.39262249859813";"""ancien édifice sportif, actuellement salle de spectacle dit ""La Coupole""""";Loire
ACR0000104;Auvergne-Rhône-Alpes;Saint-Étienne;place Maréchal-Foch;"45.4520814642217, 4.38250694251093";"""quartier dit ""Quartier Foch""""";Loire
ACR0000110;Auvergne-Rhône-Alpes;Clermont-Ferrand;14 rue Godefroy-de-Bouillon;"45.7803125748573, 3.09285417135578";chapelle privée du pensionnat Godefroy-de-Bouillon;Puy-de-Dôme
ACR0000112;Auvergne-Rhône-Alpes;Clermont-Ferrand;41 boulevard Mitterrand;"45.7712347634556, 3.08927590875002";Faculté de Droit et de Sciences économiques / École nationale des impôts;Puy-de-Dôme
ACR0000115;Auvergne-Rhône-Alpes;Clermont-Ferrand;avenue de l'Union Soviétique;"45.7793682824166, 3.1004124983419605";Hall des voyageurs et tour d'horloge de la gare SNCF;Puy-de-Dôme
ACR0000117;Auvergne-Rhône-Alpes;Clermont-Ferrand;22 boulevard Lafayette;"45.7735525457538, 3.09194764251993";immeuble Grangier;Puy-de-Dôme
ACR0000118;Auvergne-Rhône-Alpes;Clermont-Ferrand;1 rue de Maringues;"45.7797420290866, 3.09451702847956";immeuble et magasin;Puy-de-Dôme
ACR0000133;Auvergne-Rhône-Alpes;Lyon;Garibaldi (rue) 149;"45.7617339321926, 4.85274266950586";Auditorium Maurice-Ravel;Rhône
ACR0000134;Auvergne-Rhône-Alpes;Lyon;Saxe (avenue de) 67 / rue Leroyer (rue);"45.7620581541089, 4.84544225055235";immeuble à logements dit immeuble de l'ancien Garage Atlas;Rhône
ACR0000140;Auvergne-Rhône-Alpes;Lyon;Cléberg (rue) 17;"45.7605240858209, 4.81998515720232";musée de la civilisation gallo-romaine;Rhône
ACR0000165;Auvergne-Rhône-Alpes;Aix-les-Bains;200 Esplanade du Petit-Port;"45.6936128385271, 5.889611019807911";aquarium;Savoie
ACR0000167;Auvergne-Rhône-Alpes;Bourg-Saint-Maurice;les Arcs 1600 / Pierre Blanche;"45.57235887465951, 6.8296176872672";"""station de sports d'hiver dite ""Les Arcs 1600""""";Savoie
ACR0000172;Auvergne-Rhône-Alpes;Chambéry;quartier du Biollay;"45.5598454188855, 5.90308096230368";cité Le Biollay / chapelle Saint-Jean-Bosco;Savoie
ACR0000176;Auvergne-Rhône-Alpes;Chambéry;ZUP de Chambéry-le-Haut;"45.5925899547973, 5.91849802532298";"zone d'urbanisation prioritaire dite, ZUP des Hauts-de-Chambéry";Savoie
ACR0000184;Auvergne-Rhône-Alpes;Mouxy;route du Revard;"45.68828067384181, 5.90934515383342";Téléphérique dit gare des Mentens ou d'Aix-le-Revard;Savoie
ACR0000195;Bourgogne-Franche-Comté;Quetigny;;"47.312503, 5.112938";"Maison des jeunes « Mille- clubs », centre social Léo Lagrange";Côte-d'Or
ACR0000196;Bourgogne-Franche-Comté;Saint-Apollinaire;;"47.332072, 5.07828";"Mille-Club, salle Marcel Daisey";Côte-d'Or
ACR0000198;Bourgogne-Franche-Comté;Besançon;23 route de la Mouillière;"47.242827809187, 6.0329892813006";Ancienne usine d'horlogerie SIDHOR;Doubs
ACR0000203;Bourgogne-Franche-Comté;Besançon;1 rue Labbé;"47.2393, 6.01329";École nationale d'horlogerie (ancienne);Doubs
ACR0000204;Bourgogne-Franche-Comté;Besançon;;"47.2464, 6.00871";Église Saint-Louis de Montrapon;Doubs
ACR0000207;Bourgogne-Franche-Comté;Besançon;;"47.253, 6.00021";Lycée Claude-Nicolas-Ledoux;Doubs
ACR0000208;Bourgogne-Franche-Comté;Besançon;Parc Micaud  place de la Première armée française;"47.21805, 5.971805";"Restaurant, ancien Pavillon de l'office de Tourisme";Doubs
ACR0000210;Bourgogne-Franche-Comté;Grand-Charmont;rue des Flandres;"47.534631, 6.822732";Église Saint-François des Fougères;Doubs
ACR0000214;Bourgogne-Franche-Comté;Montbéliard;16 rue Maurice Ravel;"47.497238, 6.799627";piscine de plein air;Doubs
ACR0000219;Bourgogne-Franche-Comté;Luxeuil-les-Bains;rue du Stade;"47.81326363206662, 6.360962093120785";Chapelle Notre-Dame-des-Ailes;Haute-Saône
ACR0000227;Bourgogne-Franche-Comté;Dole;Mesnils-Pasteur (quartier);"47.076734996946, 5.46751967570767";Centre commercial des Mesnils Pasteur et logements collectifs;Jura
ACR0000229;Bourgogne-Franche-Comté;Tavaux;;"47.0553154508193, 5.41669827883074";Cité Solvay;Jura
ACR0000231;Bourgogne-Franche-Comté;Chiddes;Le Bourg;"46.8613855355748, 3.9426090407015";Monument à Notre-Dame-du-Suprême-Pardon;Nièvre
ACR0000233;Bourgogne-Franche-Comté;Guipy;22-24 rue Saint-Jacques;"47.23019825860618, 3.5773912062201205";Mille-Clubs;Nièvre
ACR0000236;Bourgogne-Franche-Comté;Digoin;place du Maréchal-Leclerc;"46.4911810592805, 3.99712895788281";Église Sainte-Bernadette;Saône-et-Loire
ACR0000242;Bourgogne-Franche-Comté;Mâcon;9-11 / 13-15 / 17-19 rue Mozart;"46.3032049423749, 4.81579258286077";immeuble de logements curviligne;Saône-et-Loire
ACR0000244;Bourgogne-Franche-Comté;Mâcon;1511 avenue Charles-de-Gaulle;"46.3158679836312, 4.83752485602843";Centre culturel Louis-Escande;Saône-et-Loire
ACR0000249;Bourgogne-Franche-Comté;Belfort;avenue Jean-Jaurès;"47.6518344255694, 6.84988606955992";Marché des Vosges;Territoire de Belfort
ACR0000260;Bretagne;Quimperlé;154 rue de Pont-Aven;"47.872622806846, -3.56354695926923";Chapelle d’ursulines de l’institution Notre-Dame de Kerbertrand;Finistère
ACR0000268;Bretagne;Rennes;boulevard de la Liberté / rue de Nemours / place Honoré-Commereuc  rue Jules-Simon;"48.1081919073996, -1.67934883512186";"Marché couvert, dit halles centrales";Ille-et-Vilaine
ACR0000272;Bretagne;Saint-Méen-le-Grand;place de la Mairie;"48.1896329800027, -2.19266531480813";Hôtel de ville;Ille-et-Vilaine
ACR0000284;Bretagne;Vannes;7 rue Pasteur;"47.6552271528428, -2.76252141087007";"Cinéma l’Éden puis l’Universel, actuellement immeuble de bureaux";Morbihan
ACR0000318;Centre-Val de Loire;Dreux;rue de la Muette;"48.7588740408305, 1.33636642838834";Ancien sanatorium Laennec;Eure-et-Loir
ACR0000324;Centre-Val de Loire;Dreux;1 rue Réveillon;"48.7492025414537, 1.38709897923822";Restaurant d’entreprise de La Radiotechnique;Eure-et-Loir
ACR0000325;Centre-Val de Loire;Epernon;1 rue des Longs Réages;"48.602262969598, 1.68468778962966";Centre d'études et de recherche du béton CERIB;Eure-et-Loir
ACR0000343;Centre-Val de Loire;Châteauroux;31 rue Pierre-et-Marie-Curie;"46.8108697971458, 1.71061828074232";Lycée Pierre-et-Marie-Curie;Indre
ACR0000349;Centre-Val de Loire;Issoudun;34-42 rue des Noués-Chaudes;"46.9550172366583, 1.9904564011786";"Ancienne usine Indreco, actuellement PIAF (Pôle Images, Arts et Formations)";Indre
ACR0000364;Centre-Val de Loire;Saint-Pierre-des-Corps;La Grange Quillet;"47.3834583243608, 0.724462727223432";Magasin général SNCF;Indre-et-Loire
ACR0000369;Centre-Val de Loire;Tours;53-57 rue de la Chapelle;"47.4187366783508, 0.699802752005206";Chapelle Saint-Martin;Indre-et-Loire
ACR0000372;Centre-Val de Loire;Tours;Proudhon (avenue) / Docteur-Chaumier (rue du);"47.3930003297222, 0.667765113730603";Cité-jardin des Bords de Loire;Indre-et-Loire
ACR0000375;Centre-Val de Loire;Tours;Place Saint-Paul;"47.3799339360162, 0.697860588593344";Église Saint-Paul;Indre-et-Loire
ACR0000377;Centre-Val de Loire;Tours;134 avenue de Grammont / 1-19 avenue du Général-de-Gaulle;"47.3796838124552, 0.693703077034165";Immeuble avenue de Grammont;Indre-et-Loire
ACR0000386;Centre-Val de Loire;Amilly;Maltaverne 654 rue de la Marmeterie;"48.0013612919462, 2.79492167141954";Maison;Loiret
ACR0000387;Centre-Val de Loire;Ardon;Saint-Cyr-en-Val / ZAC de Limère;"47.816933600435, 1.91957662618268";Bâtiment administratif ancien site Hitachi;Loiret
ACR0000394;Centre-Val de Loire;Montargis;rue Guy-Marie Riobé / rue Ulysse-Trélat;"47.99980207598, 2.7215795407344805";Eglise Notre-Dame-des-Cités;Loiret
ACR0000395;Centre-Val de Loire;Montargis;rue de la Sirène;"48.0012625333065, 2.72713984702426";Résidence de la Sirène;Loiret
ACR0000400;Centre-Val de Loire;Orléans;1 rue Verte;;Eglise Sainte-Jeanne-d’Arc;Loiret
ACR0000410;Centre-Val de Loire;Orléans;"2 à 23 rue Théophile-Chollet / 6 à 25 rue Fernand-Rabier / 2 à 19 rue d’Alsace-Lorraine / Place Halmagrand / 1 à 13 rue Émile-Davoust / 4, 6, 8, 10 et 12 rue Paul-Fourché / 1, 7 et 9 rue Saint-Martin-du-Mail";"47.9040708847495, 1.90940761867581";Lotissement des Champs-Elysées;Loiret
ACR0000412;Centre-Val de Loire;Orléans;"Îlot 1 : 1-7, rue de la Lionne 17-21, rue Bannier 2-12, rue du Colombier passage du Colombier îlot 2 : 20-24, rue Bannier 2-10, rue de la Cerche, 15-17, rue de la République ilot 4 : 1-12, rue des Minimes 1-5, rue du Colombier 1-15, rue Bannier 2-4, rue d’Illiers, passage Bannier îlot 5 : 4-16, rue Bannier 1-5, rue de la Cerche 3-3bis, rue de la République.";"47.9041209531426, 1.90199247820313";Ilots (1 à 5) expérimentaux de la Reconstruction;Loiret
ACR0000418;Centre-Val de Loire;Saint-Jean-de-Braye;Clos des Châtaigniers;"47.9048671751051, 1.96056279622006";"Résidence Les Châtaigniers, ancienne cité américaine";Loiret
ACR0000425;Centre-Val de Loire;Blois;5 rue Trouessard / 6-10 rue d’Angleterre;"47.5896445820418, 1.33260122722943";Groupe scolaire Victor-Hugo – Les Remparts;Loir-et-Cher
ACR0000435;Centre-Val de Loire;Loreux;L’Étang Dernier;"47.405059, 1.8450380000000002";Ancien relais de chasse;Loir-et-Cher
ACR0000446;Grand Est;Ballay;rue Notre-Dame;"49.4297797841982, 4.7487561600589";Église Notre-Dame;Ardennes
ACR0000451;Grand Est;Charleville-Mézières;9 esplanade du Palais de justice;"49.7612879078614, 4.72212876907481";Palais de Justice;Ardennes
ACR0000460;Grand Est;Sedan;avenue Maréchal-Leclerc;"49.700496, 4.944841";"""Immeubles ""Les Peignes""""";Ardennes
ACR0000464;Grand Est;Pont-Sainte-Marie;50 rue Anatole-France;"48.3244750876786, 4.09573306957965";"Collège ""Euréka""";Aube
ACR0000466;Grand Est;Troyes;269 rue du Faubourg Croncels;"48.28071697629171, 4.08094578492085";Caisse régionale du Crédit agricole;Aube
ACR0000480;Grand Est;Strasbourg;2 avenue de la Normandie;"48.5499819774183, 7.751965517799181";Église Saint-Vincent-de-Paul;Bas-Rhin
ACR0000481;Grand Est;Strasbourg;place de l'Homme-de-fer;"48.5838933171395, 7.74439805993002";Ensemble d’immeubles;Bas-Rhin
ACR0000482;Grand Est;Strasbourg;1 rue des Bonnes-Gens;"48.5872527042715, 7.742738892623761";Gaz de Strasbourg;Bas-Rhin
ACR0000485;Grand Est;Strasbourg;2 rue Sforza;"48.595488514586, 7.7727405518337305";Maison des Droits de l'Homme;Bas-Rhin
ACR0000490;Grand Est;Strasbourg;rue du 22-novembre;"48.5828491512109, 7.74290534769938";Grande percée;Bas-Rhin
ACR0000491;Grand Est;Strasbourg;Bassin de la Citadelle Bassin du Commerce Bassin Dusuzeau Bassin de l’industrie Bassin des remparts Bassin René-Graff Bassin Vauban avenue du Pont-de-l’Europe rue du Port du Rhin avenue du Rhin  avenue Vitry-le-François / rue du Rhin-Napoléon;"48.5737223716623, 7.77713706719008";Port;Bas-Rhin
ACR0000492;Grand Est;Strasbourg;1 rue René Hirschler;"48.5905507798399, 7.75653693738716";Synagogue de la Paix;Bas-Rhin
ACR0000495;Grand Est;Soultz-Haut-Rhin;col du Hartmannswillerkopf Silberloch;"47.8588902641193, 7.14967275767125";Autel de la Patrie et crypte du monument National du Silberloch;Haut-Rhin
ACR0000497;Grand Est;Chaumont;7 avenue du Maréchal-Foch;"48.1107197360187, 5.1338211538566";"Silos, actuellement bibliothèque « Les Silos », Maison du livre et de l’affiche";Haute-Marne
ACR0000503;Grand Est;Saint-Dizier;2 avenue Pasteur;"48.6359071363288, 4.95539589477337";Les Toits rouges;Haute-Marne
ACR0000516;Grand Est;Mulhouse;place de l'Europe;"47.7498435011542, 7.34059511584465";Tour de l’Europe;Haut-Rhin
ACR0000527;Grand Est;Epernay;allée Paul-Dukas allée Théodore-Dubois  allée César-Franck / allée Rameau;"49.0377597656563, 3.9772653702728706";"Lotissement concerté, dit Bernon-Village";Marne
ACR0000532;Grand Est;Reims;20 rue Gambetta;"49.2501764192289, 4.03588197021463";Conservatoire;Marne
ACR0000548;Grand Est;Art-sur-Meurthe;22 avenue de la Chartreuse;"48.6604344182051, 6.258077669589531";Villa Bichaton;Meurthe-et-Moselle
ACR0000550;Grand Est;Dommartemont;1 chemin d'Amance;"48.712299760152, 6.20835045439746";Villa Picard;Meurthe-et-Moselle
ACR0000570;Grand Est;Nancy;9 rue Lionnois;"48.6836083798255, 6.19174878123393";Centre de transfusion sanguine et de réanimation;Meurthe-et-Moselle
ACR0000571;Grand Est;Nancy;rue Dominique-Louis;"48.702555431855, 6.153962421713861";"Centre paroissial du Haut-du-Lièvre, église de la Vierge-des-Pauvres";Meurthe-et-Moselle
